time,open,high,low,close,volume
21 Apr 2020 15:0:0,6809.19,6849,6784.2,6834.27,3297.229417
21 Apr 2020 14:0:0,6792.79,6840,6782,6809.23,2601.214338
21 Apr 2020 13:0:0,6807.2,6827.76,6762,6793.29,3384.559413
21 Apr 2020 12:0:0,6832.62,6852.99,6803.6,6807.2,2536.462392
21 Apr 2020 11:0:0,6859.7,6869.15,6770,6832.61,4990.490745
21 Apr 2020 10:0:0,6878.62,6892.9,6846.01,6859.7,1912.230864
21 Apr 2020 9:0:0,6876.65,6884.88,6861.02,6878.68,1670.050927
21 Apr 2020 8:0:0,6887.79,6902,6869.24,6876.67,1890.550509
21 Apr 2020 7:0:0,6852.71,6890,6841.83,6887.79,1744.313541
21 Apr 2020 6:0:0,6857.92,6868.09,6830.29,6853.12,1695.725372
21 Apr 2020 5:0:0,6848.32,6873.62,6840.55,6857.92,1127.891188
21 Apr 2020 4:0:0,6874.97,6887.41,6837.79,6848.45,2072.304182
21 Apr 2020 3:0:0,6879.24,6908.49,6861.49,6874.64,1670.150521
21 Apr 2020 2:0:0,6828.98,6917,6811.05,6878.54,2940.543402
21 Apr 2020 1:0:0,6875.63,6883.83,6812.51,6826.83,2408.47944
21 Apr 2020 0:0:0,6841.39,6894.32,6837.73,6875.63,1893.717176
20 Apr 2020 23:0:0,6856.95,6878.83,6825,6841.83,2674.834211
20 Apr 2020 22:0:0,6768.94,6867.34,6751,6856.94,5352.314518
20 Apr 2020 21:0:0,6865.92,6892.86,6766.43,6768.88,8749.356386
20 Apr 2020 20:0:0,6872.58,6987.18,6825,6865.85,8326.60322
20 Apr 2020 19:0:0,7045.66,7047.94,6837.03,6872.59,10826.459002
20 Apr 2020 18:0:0,7071.4,7087.85,7026.07,7044.73,2240.089583
20 Apr 2020 17:0:0,7065.74,7094.26,7052.1,7071.4,2744.422931
20 Apr 2020 16:0:0,7022.81,7077.8,7010.52,7065.64,2812.456407
20 Apr 2020 15:0:0,7035.05,7053.97,7008.54,7022.81,3410.24328
20 Apr 2020 14:0:0,6965.42,7067.35,6912.34,7034.11,8575.512793
20 Apr 2020 13:0:0,7076.45,7081.3,6955.37,6966.55,6316.032233
20 Apr 2020 12:0:0,7145.9,7146.44,7015,7076.45,6322.910172
20 Apr 2020 11:0:0,7150.16,7158,7120,7146.56,1751.131686
20 Apr 2020 10:0:0,7185.18,7188.32,7136.37,7150.16,1978.186636
20 Apr 2020 9:0:0,7167.95,7198,7156.26,7184.94,1536.533089
20 Apr 2020 8:0:0,7173.22,7180.88,7154.01,7167.97,1323.532293
20 Apr 2020 7:0:0,7173.74,7185.02,7154.49,7173.29,1450.438086
20 Apr 2020 6:0:0,7161.55,7220,7161.35,7173.57,2597.748867
20 Apr 2020 5:0:0,7173.9,7184.83,7155,7161.03,1506.179141
20 Apr 2020 4:0:0,7155.76,7187,7145.78,7173.45,1357.087599
20 Apr 2020 3:0:0,7161.16,7166.44,7130.9,7155.63,1353.887919
20 Apr 2020 2:0:0,7121.4,7172.32,7082,7161.16,2641.334702
20 Apr 2020 1:0:0,7175.05,7187.9,7104.28,7120.74,2600.251212
20 Apr 2020 0:0:0,7184.71,7193.08,7154.98,7175.52,1928.810088
