time,open,high,low,close,volume
21 Apr 2020 14:15:0,6818.16,6840,6808.94,6825.01,874.758097
21 Apr 2020 14:0:0,6792.79,6825.87,6782,6817.85,771.774596
21 Apr 2020 13:45:0,6809.08,6819.23,6790.63,6793.29,630.334302
21 Apr 2020 13:30:0,6810.85,6827.76,6806.13,6809.26,719.230766
21 Apr 2020 13:15:0,6790.99,6817.64,6762,6810.82,1204.18483
21 Apr 2020 13:0:0,6807.2,6823.64,6778,6790.99,830.809515
21 Apr 2020 12:45:0,6821.51,6830.48,6803.6,6807.2,419.078169
21 Apr 2020 12:30:0,6813.25,6829.26,6803.6,6821.82,363.521234
21 Apr 2020 12:15:0,6834.26,6836.66,6803.95,6812.53,767.179836
21 Apr 2020 12:0:0,6832.62,6852.99,6817.32,6834.76,986.683153
21 Apr 2020 11:45:0,6801.7,6840,6770,6832.61,1502.155195
21 Apr 2020 11:30:0,6818.59,6837,6777.01,6801.7,1753.423767
21 Apr 2020 11:15:0,6853.24,6853.24,6811,6818.58,1244.771902
21 Apr 2020 11:0:0,6859.7,6869.15,6844.33,6853.24,490.139881
21 Apr 2020 10:45:0,6857.95,6863.92,6846.01,6859.7,434.857959
21 Apr 2020 10:30:0,6865.45,6871.4,6850.41,6857.95,410.604758
21 Apr 2020 10:15:0,6877.4,6881.15,6852.64,6865.29,433.070949
21 Apr 2020 10:0:0,6878.62,6892.9,6875.84,6876.7,633.697198
21 Apr 2020 9:45:0,6875.79,6880,6866.22,6878.68,455.515587
21 Apr 2020 9:30:0,6870.22,6884.16,6870.22,6875.87,382.346791
21 Apr 2020 9:15:0,6867.37,6881.79,6863.48,6871.05,358.040215
21 Apr 2020 9:0:0,6876.65,6884.88,6861.02,6867.34,474.148334
21 Apr 2020 8:45:0,6893.25,6896.47,6876.67,6876.67,471.43476
21 Apr 2020 8:30:0,6880.11,6894.83,6876.29,6893.24,379.31775
21 Apr 2020 8:15:0,6874.94,6884.6,6869.24,6879.97,312.661271
21 Apr 2020 8:0:0,6887.79,6902,6870.56,6874.84,727.136728
21 Apr 2020 7:45:0,6875.38,6890,6867.38,6887.79,456.621852
21 Apr 2020 7:30:0,6883.31,6887.84,6871.59,6875.37,335.28449
21 Apr 2020 7:15:0,6847.97,6888,6841.83,6883.3,661.742382
21 Apr 2020 7:0:0,6852.71,6857.42,6845.14,6847.96,290.664817
21 Apr 2020 6:45:0,6834.34,6854.17,6831.71,6853.12,328.776569
21 Apr 2020 6:30:0,6845.04,6846.8,6831.97,6833.55,367.837819
21 Apr 2020 6:15:0,6860.14,6860.17,6830.29,6845.51,497.81275
21 Apr 2020 6:0:0,6857.92,6868.09,6841.24,6860.13,501.298234
21 Apr 2020 5:45:0,6861.61,6863.94,6845.18,6857.92,442.578537
21 Apr 2020 5:30:0,6865.73,6873.62,6861.06,6861.61,194.058382
21 Apr 2020 5:15:0,6866.61,6868.41,6856.44,6866.24,208.583361
