time,open,high,low,close,volume
31 Dec 2020 17:0:0,28782.01,29000,28311,28897.83,10279.179141
31 Dec 2020 13:0:0,28910.29,28989.03,27850,28770,19597.147389
31 Dec 2020 9:0:0,29155.24,29210.83,28580,28910.3,10508.48293
31 Dec 2020 5:0:0,29024.01,29285,28738.1,29155.25,10242.046375
31 Dec 2020 1:0:0,28875.55,29300,28120.67,29024,17005.770282
30 Dec 2020 21:0:0,28776.45,28996,28534.7,28875.54,11921.265433
30 Dec 2020 17:0:0,28153.75,28900.05,27887,28776.46,17159.483105
30 Dec 2020 13:0:0,27836.95,28291.82,27577,28153.76,11625.820706
30 Dec 2020 9:0:0,28389.02,28579.92,27320,27838.82,19041.539696
30 Dec 2020 5:0:0,28066.57,28598.74,27722.22,28386.62,17195.961998
30 Dec 2020 1:0:0,27385,28239,27374.87,28065.54,18411.986888
29 Dec 2020 21:0:0,26931.51,27410,26743.42,27385,11608.556878
29 Dec 2020 17:0:0,26615.28,26943.89,26204.99,26931.62,13313.688088
29 Dec 2020 13:0:0,26874.55,27100,26433,26614.97,10994.76927
29 Dec 2020 9:0:0,26436.53,26900,26434.49,26876.4,10124.14159
29 Dec 2020 5:0:0,26445.5,26583.65,25880,26435.63,13632.487282
29 Dec 2020 1:0:0,27079.42,27116.78,26433.78,26444.6,9737.949498
28 Dec 2020 21:0:0,26996.73,27163.77,26415.09,27079.41,12166.992602
28 Dec 2020 17:0:0,26916.32,27236.71,26743,26996.74,11296.624218
28 Dec 2020 13:0:0,26859.07,27500,26711.57,26916.32,17181.094631
28 Dec 2020 9:0:0,27001.32,27080,26557.73,26859.07,12403.921116
28 Dec 2020 5:0:0,27275.66,27332,26798.94,27001.31,10965.341779
28 Dec 2020 1:0:0,26281.54,27356.3,26101,27275.65,15707.76815
27 Dec 2020 21:0:0,27081.98,27095.18,25700,26281.66,21456.834415
27 Dec 2020 17:0:0,27360.09,27490,26600,27081.67,22383.239801
27 Dec 2020 13:0:0,27647.55,27777,26600,27359.62,31523.179707
27 Dec 2020 9:0:0,27639.39,28422,26566,27646.48,33687.707899
27 Dec 2020 5:0:0,26568.24,27777.82,26567.81,27639.38,20073.504922
27 Dec 2020 1:0:0,26493.4,26963.46,26427.16,26568.08,19331.11947
26 Dec 2020 21:0:0,25931.02,26867.03,25810.56,26493.39,26837.235044
26 Dec 2020 17:0:0,25629.99,26000,25575,25931.02,19672.71957
26 Dec 2020 13:0:0,24834.36,25673.52,24734.94,25629.99,19202.442887
26 Dec 2020 9:0:0,24784.48,25000,24562.5,24834.36,9885.744312
26 Dec 2020 5:0:0,24909.8,24933,24652.54,24784.48,8494.941315
26 Dec 2020 1:0:0,24712.47,25039.96,24500,24909.79,13713.430258
25 Dec 2020 21:0:0,24449.66,24789.86,24198.6,24712.47,10758.982358
25 Dec 2020 17:0:0,24025.13,24520,23987.16,24449.66,13169.85304
25 Dec 2020 13:0:0,24574.4,24642.34,23785.5,24025.13,18222.744958
25 Dec 2020 9:0:0,23650.99,24681,23600,24574.4,24856.054297
25 Dec 2020 5:0:0,23481.2,23681.19,23451.79,23649.82,6285.399808
25 Dec 2020 1:0:0,23728.99,23827.54,23433.6,23481.21,6226.909108
24 Dec 2020 21:0:0,23287.16,23794.43,23258.35,23729.2,13004.066816
24 Dec 2020 17:0:0,23232.12,23460.97,23108.01,23287.15,7434.051187
24 Dec 2020 13:0:0,23218.67,23425.95,23012.29,23232.12,10255.8395
24 Dec 2020 9:0:0,23173.38,23479.26,23049.95,23218.68,11463.404154
24 Dec 2020 5:0:0,22894.28,23219.38,22786.67,23173.38,10166.113051
24 Dec 2020 1:0:0,23232.39,23242.04,22703.42,22894.28,16690.359544
23 Dec 2020 21:0:0,23556.91,23625,22600,23232.76,21095.925847
23 Dec 2020 17:0:0,23449.66,23678.49,23350,23556.91,15497.977787
23 Dec 2020 13:0:0,23064.01,24100,22931,23449.66,31181.376049
23 Dec 2020 9:0:0,23555.54,23735.51,22810,23064.01,21669.771448
23 Dec 2020 5:0:0,23706.72,23711.17,23319.11,23555.73,15504.342575
23 Dec 2020 1:0:0,23810.79,24050,23551.86,23706.72,14097.866027
22 Dec 2020 21:0:0,23404.27,23837.1,23277.72,23810.79,12662.713124
22 Dec 2020 17:0:0,23342.68,23520,23224.4,23404.27,11980.987778
22 Dec 2020 13:0:0,23119.47,23628.89,23062.01,23342.58,20212.886362
22 Dec 2020 9:0:0,22655.82,23155,22353.4,23119.48,16046.227807
22 Dec 2020 5:0:0,22851.19,23076.77,22500,22655.83,12882.047605
22 Dec 2020 1:0:0,22719.88,22970,22428.86,22851.2,13248.263484
21 Dec 2020 21:0:0,22816.63,23254.33,22699.99,22719.71,10726.537764
21 Dec 2020 17:0:0,22693.65,22988.6,22621.44,22816.62,7670.884782
21 Dec 2020 13:0:0,22646.7,22774,21815,22681.32,14924.656327
21 Dec 2020 9:0:0,23979.99,24075.94,22350,22645.85,32200.664386
21 Dec 2020 5:0:0,23945.3,24102.77,23700,23980,11557.190816
21 Dec 2020 1:0:0,23455.54,24016.93,23287.94,23945.29,10950.363168
20 Dec 2020 21:0:0,23928.8,24295,23090,23455.52,21669.582851
20 Dec 2020 17:0:0,23868.08,23995.97,23625.41,23930,10704.000933
20 Dec 2020 13:0:0,23553.02,23910,23296,23868.09,12061.976868
20 Dec 2020 9:0:0,23628.89,23791,23358.78,23553.02,11064.885182
20 Dec 2020 5:0:0,23346.25,23646.31,23060,23628.88,8503.958468
20 Dec 2020 1:0:0,23821.6,23836.48,23180.88,23346.48,12685.741383
19 Dec 2020 21:0:0,23791.82,24065.41,23719.25,23821.61,9420.000081
19 Dec 2020 17:0:0,23552,24171.47,23456.55,23791.91,27247.490582
19 Dec 2020 13:0:0,22888.53,23650,22886.79,23552.01,22898.655987
19 Dec 2020 9:0:0,22853.75,23080.45,22750,22888.54,9552.792785
19 Dec 2020 5:0:0,23098.05,23138,22821,22853.75,7486.655643
19 Dec 2020 1:0:0,23107.39,23225,22902.1,23098.04,9439.469599
18 Dec 2020 21:0:0,22762.28,23143.56,22650.29,23107.39,10293.25855
18 Dec 2020 17:0:0,22549,22829.04,22463.59,22762.28,10012.675218
18 Dec 2020 13:0:0,22886.18,23073.25,22350,22549,17933.813686
18 Dec 2020 9:0:0,23055.98,23285.18,22691.61,22886.17,15356.774298
18 Dec 2020 5:0:0,22811.58,23168.59,22772.05,23055.98,10945.410347
18 Dec 2020 1:0:0,22797.15,23248.99,22470.35,22811.59,15104.202216
17 Dec 2020 21:0:0,22898.47,23106.34,22311.1,22797.16,22245.970688
17 Dec 2020 17:0:0,23333.81,23699.7,22500,22899.08,36022.637649
17 Dec 2020 13:0:0,22752.15,23369,22600,23333.8,28836.294063
17 Dec 2020 9:0:0,22478.75,23800,21801,22752.16,52752.440504
17 Dec 2020 5:0:0,21752.65,22488,21735.09,22478.76,20499.172775
17 Dec 2020 1:0:0,21335.52,22166,21230,21753.26,24525.961069
16 Dec 2020 21:0:0,20736.87,21560,20711,21335.52,24116.940216
16 Dec 2020 17:0:0,20661.37,20865.43,20550,20736.87,18816.503275
16 Dec 2020 13:0:0,19739.78,20799,19680,20661.37,39556.897812
16 Dec 2020 9:0:0,19423.95,19860,19370.62,19739.78,18064.957483
16 Dec 2020 5:0:0,19346.51,19454.93,19300.3,19423.96,5665.315493
