time,open,high,low,close,volume
30 Nov 2020 23:57:0,19473.15,19500,19467.41,19499.99,196.433816
30 Nov 2020 23:54:0,19483.25,19485,19460.19,19473.15,83.627531
30 Nov 2020 23:51:0,19448.11,19485,19446.51,19483.25,87.823565
30 Nov 2020 23:48:0,19436,19448.17,19435.99,19448.11,69.902305
30 Nov 2020 23:45:0,19400.76,19438,19399.24,19436,77.140411
30 Nov 2020 23:42:0,19400.54,19410,19393.3,19400.76,42.437816
30 Nov 2020 23:39:0,19415.11,19415.26,19363.06,19400.55,128.473577
30 Nov 2020 23:36:0,19427.14,19428.88,19401.43,19415.11,147.223796
30 Nov 2020 23:33:0,19391.85,19445,19391.59,19427.66,135.940912
30 Nov 2020 23:30:0,19381,19391.85,19380.01,19391.84,45.144032
30 Nov 2020 23:27:0,19356.75,19384.51,19356.2,19381.04,55.121755
30 Nov 2020 23:24:0,19361.88,19379,19350,19356.75,77.085925
30 Nov 2020 23:21:0,19309.99,19364.3,19309.98,19361.95,116.728478
30 Nov 2020 23:18:0,19289.99,19312.42,19285.74,19310,74.486185
30 Nov 2020 23:15:0,19334.74,19334.74,19278.38,19290,165.827788
30 Nov 2020 23:12:0,19318.21,19350,19317.07,19334.74,80.635995
30 Nov 2020 23:9:0,19321.22,19324.01,19297.2,19318.2,83.28717
30 Nov 2020 23:6:0,19289.33,19326.5,19233.09,19321.23,236.923846
30 Nov 2020 23:3:0,19329.17,19329.17,19255.51,19288.5,245.056567
30 Nov 2020 23:0:0,19379.86,19382.32,19326.01,19329.18,103.846415
30 Nov 2020 22:57:0,19367.53,19386.12,19343.81,19381.25,71.982602
30 Nov 2020 22:54:0,19407.93,19407.94,19323.18,19367.53,205.9462
30 Nov 2020 22:51:0,19409.95,19425,19400,19407.93,73.450917
30 Nov 2020 22:48:0,19400,19422.87,19393.54,19409.95,99.283066
30 Nov 2020 22:45:0,19400.5,19414.11,19377.49,19400,113.617794
30 Nov 2020 22:42:0,19416.07,19437.17,19400,19400.5,97.681133
30 Nov 2020 22:39:0,19439.31,19448.99,19412.49,19416.07,63.132913
30 Nov 2020 22:36:0,19433.67,19443.97,19395.94,19439.31,178.924258
30 Nov 2020 22:33:0,19452.51,19467.39,19431.7,19433.67,90.724979
30 Nov 2020 22:30:0,19433.84,19453,19427.16,19452.52,111.690829
30 Nov 2020 22:27:0,19460.21,19460.21,19430.75,19433.93,99.38766
30 Nov 2020 22:24:0,19475.5,19479.67,19429.64,19460.21,99.263434
30 Nov 2020 22:21:0,19519.91,19520,19464.23,19475.5,217.624422
30 Nov 2020 22:18:0,19497.99,19520,19424.75,19519.91,363.251626
30 Nov 2020 22:15:0,19497.33,19500,19492.97,19497.99,75.301438
30 Nov 2020 22:12:0,19493.95,19500,19480.23,19497.33,244.93872
30 Nov 2020 22:9:0,19493.2,19495.23,19463.2,19493.94,126.123617
