time,open,high,low,close,volume
31 Oct 2020 23:30:0,13846.81,13890,13844,13866.99,780.648315
31 Oct 2020 23:0:0,13838.83,13850,13816.38,13846.81,572.516236
31 Oct 2020 22:30:0,13830.24,13842.04,13812.43,13838.82,503.227798
31 Oct 2020 22:0:0,13837.99,13848.22,13807.44,13829.95,487.340686
31 Oct 2020 21:30:0,13807.15,13839.4,13793.99,13837.98,792.644868
31 Oct 2020 21:0:0,13781.87,13808.67,13745.39,13807.15,622.777237
31 Oct 2020 20:30:0,13772.82,13809.89,13759.99,13781.87,713.633835
31 Oct 2020 20:0:0,13717.11,13779,13675.13,13772.81,1200.352839
31 Oct 2020 19:30:0,13737.57,13767.05,13704.34,13717.1,972.225196
31 Oct 2020 19:0:0,13778.27,13778.27,13700,13737.56,994.277123
31 Oct 2020 18:30:0,13747.01,13792.14,13732.48,13778.29,741.09469
31 Oct 2020 18:0:0,13818.49,13819.47,13747,13747,937.127353
31 Oct 2020 17:30:0,13826.13,13837.78,13799.71,13818.49,657.427083
31 Oct 2020 17:0:0,13852.01,13883.55,13826.13,13826.13,1104.914901
31 Oct 2020 16:30:0,13810.43,13882.18,13778.31,13852.02,1047.120586
31 Oct 2020 16:0:0,13811.46,13813.17,13730,13810.77,1440.796905
31 Oct 2020 15:30:0,13779.58,13842.59,13777.85,13811.47,948.385853
31 Oct 2020 15:0:0,13860.96,13870,13775,13779.58,1522.999368
31 Oct 2020 14:30:0,13895.27,13898,13847.5,13860.96,863.975146
31 Oct 2020 14:0:0,13878.5,13930,13818.24,13895.27,1388.370999
31 Oct 2020 13:30:0,13894.77,13922.73,13860.36,13878.5,1129.02168
31 Oct 2020 13:0:0,13940,13941.21,13855.41,13894.18,1988.135025
31 Oct 2020 12:30:0,13854.13,13950,13820,13940,1600.477593
31 Oct 2020 12:0:0,13821.72,13897.56,13805,13854.12,1690.458552
31 Oct 2020 11:30:0,13754.97,13860.28,13740.95,13821.72,2294.875345
31 Oct 2020 11:0:0,13893.23,14100,13572.4,13754.94,11129.162078
31 Oct 2020 10:30:0,13740.43,13956.22,13740.42,13893.24,4303.197758
31 Oct 2020 10:0:0,13739.95,13809.68,13721.9,13740.43,2023.063851
31 Oct 2020 9:30:0,13818.01,13840,13711.58,13739.94,2429.676303
31 Oct 2020 9:0:0,13576.14,13833,13575,13818,4972.403976
31 Oct 2020 8:30:0,13565.17,13587.4,13557.41,13576.14,486.842658
31 Oct 2020 8:0:0,13612.05,13613.87,13550.73,13565.28,705.831831
31 Oct 2020 7:30:0,13528.49,13612.05,13528.48,13612.05,876.824665
31 Oct 2020 7:0:0,13473.26,13528.49,13463.87,13528.48,595.216213
31 Oct 2020 6:30:0,13518.1,13523.12,13473.1,13473.26,454.970739
31 Oct 2020 6:0:0,13516.17,13525.99,13485.1,13518.1,425.274385
31 Oct 2020 5:30:0,13511.48,13518.66,13474.42,13516.16,407.382359
31 Oct 2020 5:0:0,13491.55,13518.3,13452.5,13511.31,612.714685
31 Oct 2020 4:30:0,13481.87,13510.17,13458,13491.54,834.842999
31 Oct 2020 4:0:0,13611.71,13621.95,13411.5,13481.87,2179.877668
31 Oct 2020 3:30:0,13685.78,13717.05,13559.74,13611.72,1222.395139
31 Oct 2020 3:0:0,13636.15,13740,13635.27,13685.78,1791.125565
31 Oct 2020 2:30:0,13586.16,13643.62,13571.3,13636.14,565.542378
31 Oct 2020 2:0:0,13615.27,13657.16,13586.16,13586.17,866.863206
31 Oct 2020 1:30:0,13557.99,13648,13546.53,13615.06,1148.190899
31 Oct 2020 1:0:0,13560.1,13577.15,13511.45,13557.98,645.191188
31 Oct 2020 0:30:0,13615.57,13637,13535.05,13560.1,778.936188
31 Oct 2020 0:0:0,13553.1,13622.52,13553.09,13615.56,655.248203
30 Oct 2020 23:30:0,13596.99,13600,13544.86,13553.09,479.404339
30 Oct 2020 23:0:0,13547.45,13600,13529,13596.99,665.395254
30 Oct 2020 22:30:0,13565.92,13574.65,13519.48,13547.45,655.95707
30 Oct 2020 22:0:0,13625.94,13638.29,13466,13565.91,1456.069997
30 Oct 2020 21:30:0,13579.44,13666.66,13579.44,13625.92,2470.958948
30 Oct 2020 21:0:0,13536.44,13582,13510,13579.45,956.674838
30 Oct 2020 20:30:0,13494.81,13538.22,13480,13536.44,729.112017
30 Oct 2020 20:0:0,13524.51,13540.95,13489.21,13494.8,1030.859296
30 Oct 2020 19:30:0,13519.51,13535.02,13488.5,13524.51,840.145585
30 Oct 2020 19:0:0,13518.26,13553.8,13507.88,13519.51,835.320032
30 Oct 2020 18:30:0,13500.65,13531.23,13462.41,13518.25,1086.49443
30 Oct 2020 18:0:0,13522.18,13569,13497.97,13500.64,1208.608346
30 Oct 2020 17:30:0,13503.53,13555.01,13492.36,13522.27,1161.775027
30 Oct 2020 17:0:0,13549.6,13582,13495.63,13503.53,2314.730187
30 Oct 2020 16:30:0,13461.82,13550,13443.74,13549.98,2248.869278
30 Oct 2020 16:0:0,13351.67,13471,13351.31,13461.81,2839.599516
30 Oct 2020 15:30:0,13295.25,13365.52,13293.42,13351.67,1299.725732
30 Oct 2020 15:0:0,13263.29,13345,13253.21,13295.26,1406.071731
30 Oct 2020 14:30:0,13296.59,13330,13221.35,13263.3,1654.598504
30 Oct 2020 14:0:0,13328.81,13341.99,13260.73,13296.59,1397.897918
30 Oct 2020 13:30:0,13332.61,13363.73,13294.78,13328.81,1221.677147
30 Oct 2020 13:0:0,13347.8,13350.92,13275,13332.6,1271.96418
30 Oct 2020 12:30:0,13273.12,13369.47,13246.81,13347.79,1489.071039
30 Oct 2020 12:0:0,13301.61,13316.48,13255.09,13273.12,991.533751
30 Oct 2020 11:30:0,13242.7,13302.02,13210.86,13301.62,1150.202178
30 Oct 2020 11:0:0,13277.04,13338.96,13210.86,13242.7,1671.940096
30 Oct 2020 10:30:0,13254.91,13298.43,13230.27,13277.05,1080.17842
30 Oct 2020 10:0:0,13242.49,13270.43,13147.66,13254.92,2147.898925
30 Oct 2020 9:30:0,13298.4,13307.96,13230,13242.48,1333.853393
30 Oct 2020 9:0:0,13218.96,13338.85,13188.91,13298.4,2269.529352
30 Oct 2020 8:30:0,13193.18,13261.22,13187.12,13218.96,1872.794498
30 Oct 2020 8:0:0,13201.99,13224.49,13115,13192.21,1745.780223
30 Oct 2020 7:30:0,13210.01,13293.8,13189.42,13201.99,1419.910956
30 Oct 2020 7:0:0,13181.56,13249,13146.48,13210.01,3258.220727
30 Oct 2020 6:30:0,13380.27,13409.05,13174.52,13181.57,4093.76963
30 Oct 2020 6:0:0,13420.87,13497.74,13380,13380.47,1161.578148
30 Oct 2020 5:30:0,13425.46,13464.08,13410.11,13420.88,576.600784
30 Oct 2020 5:0:0,13432.34,13467.35,13379.22,13425.46,1050.965735
30 Oct 2020 4:30:0,13489.99,13514.64,13400.1,13432.34,1091.906809
30 Oct 2020 4:0:0,13458.45,13513.93,13429.61,13489.98,1361.311299
30 Oct 2020 3:30:0,13545.74,13562.58,13446.34,13458.45,1609.114402
30 Oct 2020 3:0:0,13561,13578,13521,13545.74,1198.282022
30 Oct 2020 2:30:0,13606.38,13606.38,13543.17,13561,1084.70886
