time,open,high,low,close,volume
30 Jan 2021 23:0:0,34675.53,34800,34516.78,34526.13,2094.792611
30 Jan 2021 22:0:0,34157.5,34690,33966.4,34675.53,2087.957955
30 Jan 2021 21:0:0,34286.5,34449.69,34080,34154.63,2018.493472
30 Jan 2021 20:0:0,34340,34400.02,34028.87,34286.5,2047.944881
30 Jan 2021 19:0:0,34252.02,34351,34110.12,34340,2258.747878
30 Jan 2021 18:0:0,33956.7,34290.44,33943,34253.67,3332.807905
30 Jan 2021 17:0:0,34210.18,34262.35,33520,33956.7,5589.954777
30 Jan 2021 16:0:0,34234.73,34500,34057.22,34210.2,2959.942678
30 Jan 2021 15:0:0,34237.69,34400,34000,34234.73,2997.769874
30 Jan 2021 14:0:0,33751.77,34349.63,33666.67,34237.69,3019.375159
30 Jan 2021 13:0:0,33660.4,33832.78,33410.63,33751.77,3003.423753
30 Jan 2021 12:0:0,34299.82,34328.59,33510,33660.4,3646.872379
30 Jan 2021 11:0:0,34253.17,34392,33870.95,34299.82,3971.800792
30 Jan 2021 10:0:0,33883.85,34424.7,33809.39,34253.18,3386.812735
30 Jan 2021 9:0:0,34046.82,34358.97,33775.44,33887.5,4900.020894
30 Jan 2021 8:0:0,33809.79,34200,33400,34046.8,3867.918825
30 Jan 2021 7:0:0,33503.72,33850,33137.8,33809.79,3684.993843
30 Jan 2021 6:0:0,33503.14,33986.4,33174.55,33503.72,3638.464557
30 Jan 2021 5:0:0,33273.36,33656.08,33001.52,33503.13,4185.936723
30 Jan 2021 4:0:0,33861.55,34000,32825,33273.36,6807.719187
30 Jan 2021 3:0:0,34123.06,34443.96,33674.7,33862.51,3988.197337
30 Jan 2021 2:0:0,34250.1,34933,33927,34123.05,3869.4494
30 Jan 2021 1:0:0,34246.28,34861.56,34214.91,34250.1,4446.39087
30 Jan 2021 0:0:0,34485.98,34640.19,33700,34252.2,4970.393094
29 Jan 2021 23:0:0,34628.68,35354.94,34250,34485.98,4078.627019
29 Jan 2021 22:0:0,34574.61,34813,34120,34635.53,4701.564143
29 Jan 2021 21:0:0,34322.5,34953.87,33843.22,34574.61,7664.137033
29 Jan 2021 20:0:0,35204.22,35357.14,33500,34318.57,11414.909017
29 Jan 2021 19:0:0,35741.23,35999.99,34600,35202.46,11212.397918
29 Jan 2021 18:0:0,36038.73,36429,35564,35741.23,8064.316659
29 Jan 2021 17:0:0,37129.4,37569,35808,36039.18,10309.645056
29 Jan 2021 16:0:0,37058.49,37517.8,36700,37129.4,7119.860949
29 Jan 2021 15:0:0,38250.01,38448.39,36456.78,37058.49,12376.778745
29 Jan 2021 14:0:0,37842.07,38531.9,36979.32,38250.03,10190.521742
29 Jan 2021 13:0:0,37023.83,37869,36534.42,37840.07,9895.617715
29 Jan 2021 12:0:0,36617.23,37208.94,36421.93,37025.32,9995.033904
29 Jan 2021 11:0:0,36875.5,37200,35489.41,36617.23,13351.739852
29 Jan 2021 10:0:0,36223.22,37990,34591.83,36877.16,32057.769171
29 Jan 2021 9:0:0,32266.36,36600,32006.91,36240.24,19312.827479
29 Jan 2021 8:0:0,32483.74,32626.98,31915.4,32266.35,6736.554271
29 Jan 2021 7:0:0,32980.31,32982.33,32330.55,32483.74,7328.136602
29 Jan 2021 6:0:0,33062.81,33193.57,32755.56,32980.32,5689.533013
29 Jan 2021 5:0:0,33728.99,33934.48,32750.47,33062.82,8609.935103
