time,open,high,low,close,volume
29 Jan 2021 1:0:0,33368.18,38531.9,31915.4,34252.2,231827.005626
28 Jan 2021 1:0:0,30362.19,33783.98,29842.1,33364.86,92621.145617
27 Jan 2021 1:0:0,32464.01,32557.29,29241.72,30366.15,95911.961711
26 Jan 2021 1:0:0,32254.19,32921.88,30837.37,32467.77,84972.20691
25 Jan 2021 1:0:0,32259.45,34875,31910,32254.2,88499.226921
24 Jan 2021 1:0:0,32078,33071,30900,32259.9,57978.037966
23 Jan 2021 1:0:0,32950,33456,31390.16,32078,64595.287675
22 Jan 2021 1:0:0,30851.99,33826.53,28850,32945.17,142971.684049
21 Jan 2021 1:0:0,35468.23,35600,30071,30850.13,131803.182926
20 Jan 2021 1:0:0,35901.94,36415.31,33400,35468.23,89368.422918
19 Jan 2021 1:0:0,36622.46,37850,35844.06,35891.49,79611.307769
18 Jan 2021 1:0:0,35824.99,37469.83,34800,36631.27,70698.11875
17 Jan 2021 1:0:0,35994.98,36852.5,33850,35828.61,80157.727384
16 Jan 2021 1:0:0,36737.43,37950,35357.8,35994.98,86348.431508
15 Jan 2021 1:0:0,39145.21,39747.76,34408,36742.22,118300.920916
14 Jan 2021 1:0:0,37371.38,40100,36701.23,39144.5,102950.389421
13 Jan 2021 1:0:0,34049.15,37850,32380,37371.38,124477.914938
12 Jan 2021 1:0:0,35410.37,36628,32531,34051.24,133948.151996
11 Jan 2021 1:0:0,38150.02,38264.74,30420,35404.47,249131.539943
10 Jan 2021 1:0:0,40088.22,41350,35111.11,38150.02,118209.544503
9 Jan 2021 1:0:0,40586.96,41380,38720,40088.22,75785.979675
8 Jan 2021 1:0:0,39432.48,41950,36500,40582.81,139789.957499
7 Jan 2021 1:0:0,36769.36,40365,36300,39432.28,132825.700437
6 Jan 2021 1:0:0,33949.53,36939.21,33288,36769.36,127139.20131
5 Jan 2021 1:0:0,31989.75,34360,29900,33949.53,116049.997038
4 Jan 2021 1:0:0,33000.05,33600,28130,31988.71,140899.88569
3 Jan 2021 1:0:0,32176.45,34778.11,31962.99,33000.05,120957.56675
2 Jan 2021 1:0:0,29331.7,33300,28946.53,32178.33,129993.873362
1 Jan 2021 1:0:0,28923.63,29600,28624.57,29331.69,54182.925011
